,UF,Data,CA,CN,OA,ON,Data mmmovel,CA mmovel,OA mmovel,ON mmovel,CN mmovel,CAp100,OAp100,ONp100,CNp100,CA mmovel p100,OA mmovel p100,ON mmovel p100,CN mmovel p100
22,RO,2020-04-11,34.0,2.0,2.0,0.0,2020-04-11,25.0,1.4285714285714286,0.14285714285714285,3.2857142857142856,1.9130948529308331,0.11253499134887254,0.0,2e-05,1.4066873918609069,0.08038213667776611,0.008038213667776609,0.18487891435886203
23,RO,2020-04-12,42.0,8.0,2.0,0.0,2020-04-12,29.0,1.5714285714285714,0.14285714285714285,4.0,2.3632348183263234,0.11253499134887254,0.0,8e-05,1.6317573745586518,0.0884203503455427,0.008038213667776609,0.22506998269774509
24,RO,2020-04-13,42.0,0.0,2.0,0.0,2020-04-13,32.42857142857143,1.7142857142857142,0.14285714285714285,3.4285714285714284,2.3632348183263234,0.11253499134887254,0.0,0.0,1.8246745025852906,0.09645856401331931,0.008038213667776609,0.19291712802663863
25,RO,2020-04-14,69.0,27.0,2.0,0.0,2020-04-14,39.0,1.8571428571428572,0.14285714285714285,6.571428571428571,3.8824572015361025,0.11253499134887254,0.0,0.00027,2.1944323313030147,0.10449677768109593,0.008038213667776609,0.36975782871772406
26,RO,2020-04-15,73.0,4.0,2.0,0.0,2020-04-15,45.714285714285715,2.0,0.14285714285714285,6.714285714285714,4.107527184233848,0.11253499134887254,0.0,4e-05,2.5722283736885156,0.11253499134887254,0.008038213667776609,0.3777960423855007
27,RO,2020-04-16,92.0,19.0,3.0,1.0,2020-04-16,54.857142857142854,2.142857142857143,0.14285714285714285,9.142857142857142,5.176609602048137,0.1688024870233088,0.05626749567443627,0.00019,3.086674048426218,0.12057320501664916,0.008038213667776609,0.514445674737703
28,RO,2020-04-17,110.0,18.0,3.0,0.0,2020-04-17,66.0,2.2857142857142856,0.14285714285714285,11.142857142857142,6.18942452418799,0.1688024870233088,0.0,0.00018,3.713654714512794,0.12861141868442574,0.008038213667776609,0.6269806660865755
29,RO,2020-04-18,128.0,18.0,4.0,1.0,2020-04-18,79.42857142857143,2.5714285714285716,0.2857142857142857,13.428571428571429,7.202239446327843,0.22506998269774509,0.05626749567443627,0.00018,4.469246799283795,0.144687846019979,0.016076427335553218,0.7555920847710014
30,RO,2020-04-19,160.0,32.0,4.0,0.0,2020-04-19,96.28571428571429,2.857142857142857,0.2857142857142857,16.857142857142858,9.002799307909804,0.22506998269774509,0.0,0.00032,5.417756012081435,0.16076427335553223,0.016076427335553218,0.94850921279764
31,RO,2020-04-20,199.0,39.0,4.0,0.0,2020-04-20,118.71428571428571,3.142857142857143,0.2857142857142857,22.428571428571427,11.197231639212818,0.22506998269774509,0.0,0.00039,6.679755557922363,0.1768407006910854,0.016076427335553218,1.2619995458409277
32,RO,2020-04-21,223.0,24.0,5.0,1.0,2020-04-21,140.71428571428572,3.5714285714285716,0.42857142857142855,22.0,12.547651535399288,0.28133747837218137,0.05626749567443627,0.00024,7.9176404627599615,0.20095534169441526,0.02411464100332983,1.237884904837598
33,RO,2020-04-22,223.0,0.0,5.0,0.0,2020-04-22,162.14285714285714,4.0,0.42857142857142855,21.428571428571427,12.547651535399288,0.28133747837218137,0.0,0.0,9.123372512926453,0.22506998269774509,0.02411464100332983,1.2057320501664914
34,RO,2020-04-23,250.0,27.0,5.0,0.0,2020-04-23,184.71428571428572,4.285714285714286,0.2857142857142857,22.571428571428573,14.066873918609067,0.28133747837218137,0.0,0.00027,10.393410272435156,0.24114641003329831,0.016076427335553218,1.2700377595087045
35,RO,2020-04-24,290.0,40.0,6.0,1.0,2020-04-24,210.42857142857142,4.714285714285714,0.42857142857142855,25.714285714285715,16.317573745586518,0.3376049740466176,0.05626749567443627,0.0004,11.840288732634946,0.2652610510366281,0.02411464100332983,1.4468784601997897
36,RO,2020-04-25,328.0,38.0,7.0,1.0,2020-04-25,239.0,5.142857142857143,0.42857142857142855,28.571428571428573,18.455738581215098,0.3938724697210539,0.05626749567443627,0.00038,13.44793146619027,0.289375692039958,0.02411464100332983,1.607642733555322
37,RO,2020-04-26,364.0,36.0,10.0,3.0,2020-04-26,268.14285714285717,6.0,0.8571428571428571,29.142857142857142,20.481368425494804,0.5626749567443627,0.1688024870233088,0.00036,15.087727054416698,0.3376049740466176,0.04822928200665966,1.6397955882264283
38,RO,2020-04-27,393.0,29.0,10.0,0.0,2020-04-27,295.85714285714283,6.857142857142857,0.8571428571428571,27.714285714285715,22.113125800053453,0.5626749567443627,0.0,0.00029,16.647140505965357,0.38583425605327726,0.04822928200665966,1.5594134515486624
39,RO,2020-04-28,413.0,20.0,11.0,1.0,2020-04-28,323.0,7.714285714285714,0.8571428571428571,27.142857142857142,23.23847571354218,0.618942452418799,0.05626749567443627,0.0002,18.174401102842914,0.43406353805993697,0.04822928200665966,1.5272605968775559
40,RO,2020-04-29,433.0,20.0,15.0,4.0,2020-04-29,353.0,9.142857142857142,1.4285714285714286,30.0,24.363825627030906,0.844012435116544,0.22506998269774509,0.0002,19.862425973076004,0.514445674737703,0.08038213667776611,1.688024870233088
41,RO,2020-04-30,502.0,69.0,16.0,1.0,2020-04-30,389.0,10.714285714285714,1.5714285714285714,36.0,28.246282828567008,0.9002799307909803,0.05626749567443627,0.00069,21.88805581735571,0.6028660250832457,0.0884203503455427,2.0256298442797056
42,RO,2020-05-01,585.0,83.0,18.0,2.0,2020-05-01,431.14285714285717,12.428571428571429,1.7142857142857142,42.142857142857146,32.916484969545216,1.0128149221398528,0.11253499134887254,0.00083,24.25932884934981,0.6993245890965651,0.09645856401331931,2.3712730319941002
43,RO,2020-05-02,654.0,69.0,23.0,5.0,2020-05-02,477.7142857142857,14.714285714285714,2.2857142857142856,46.57142857142857,36.79894217108132,1.2941524005120342,0.28133747837218137,0.00069,26.879786505044986,0.8279360077809907,0.12861141868442574,2.620457655695175
44,RO,2020-05-03,705.0,51.0,24.0,1.0,2020-05-03,526.4285714285714,16.714285714285715,2.0,48.714285714285715,39.66858445047757,1.3504198961864704,0.05626749567443627,0.00051,29.620817365756807,0.9404709991298634,0.11253499134887254,2.7410308607118243
45,RO,2020-05-04,756.0,51.0,25.0,1.0,2020-05-04,578.2857142857143,18.857142857142858,2.142857142857143,51.857142857142854,42.53822672987382,1.4066873918609069,0.05626749567443627,0.00051,32.53868892715972,1.0610442041465125,0.12057320501664916,2.9178715614029094
46,RO,2020-05-05,861.0,105.0,29.0,4.0,2020-05-05,642.2857142857143,21.428571428571427,2.5714285714285716,64.0,48.44631377568963,1.6317573745586518,0.22506998269774509,0.00105,36.139808650323644,1.2057320501664914,0.144687846019979,3.6011197231639214
47,RO,2020-05-06,943.0,82.0,33.0,4.0,2020-05-06,715.1428571428571,24.0,2.5714285714285716,72.85714285714286,53.0602484209934,1.856827357256397,0.22506998269774509,0.00082,40.23929762088971,1.3504198961864704,0.144687846019979,4.099488970566071
48,RO,2020-05-07,1098.0,155.0,37.0,4.0,2020-05-07,800.2857142857143,27.0,3.0,85.14285714285714,61.78171025053103,2.081897339954142,0.22506998269774509,0.00155,45.030072966884575,1.5192223832097793,0.1688024870233088,4.790775345994859
49,RO,2020-05-08,1222.0,124.0,39.0,2.0,2020-05-08,891.2857142857143,30.0,3.0,91.0,68.75887971416113,2.1944323313030147,0.11253499134887254,0.00124,50.15041507325827,1.688024870233088,0.1688024870233088,5.120342106373701
50,RO,2020-05-09,1263.0,41.0,41.0,2.0,2020-05-09,978.2857142857143,32.57142857142857,2.5714285714285716,87.0,71.06584703681301,2.306967322651887,0.11253499134887254,0.00041,55.045687196934225,1.832712716253067,0.144687846019979,4.895272123675955
51,RO,2020-05-10,1302.0,39.0,43.0,2.0,2020-05-10,1063.5714285714287,35.285714285714285,2.7142857142857144,85.28571428571429,73.26027936811602,2.4195023140007597,0.11253499134887254,0.00039,59.844500756596865,1.9854387759408227,0.15272605968775557,4.798813559662636
52,RO,2020-05-11,1398.0,96.0,47.0,4.0,2020-05-11,1155.2857142857142,38.42857142857143,3.142857142857143,91.71428571428571,78.66195895286191,2.6445722966985046,0.22506998269774509,0.00096,65.00503393130944,2.1622794766319084,0.1768407006910854,5.160533174712583
53,RO,2020-05-12,1460.0,62.0,50.0,3.0,2020-05-12,1240.857142857143,41.42857142857143,3.0,85.57142857142857,82.15054368467696,2.8133747837218137,0.1688024870233088,0.00062,69.81992391830764,2.331081963655217,0.1688024870233088,4.814889986998189
54,RO,2020-05-13,1612.0,152.0,50.0,0.0,2020-05-13,1336.4285714285713,43.857142857142854,2.4285714285714284,95.57142857142857,90.70320302719126,2.8133747837218137,0.0,0.00152,75.19748886205018,2.467731596007419,0.13664963235220237,5.377564943742551
55,RO,2020-05-14,1686.0,74.0,56.0,6.0,2020-05-14,1420.4285714285713,46.57142857142857,2.7142857142857144,84.0,94.86699770709956,3.150979757768431,0.3376049740466176,0.00074,79.92395849870283,2.620457655695175,0.15272605968775557,4.726469636652647
56,RO,2020-05-15,1794.0,108.0,62.0,6.0,2020-05-15,1502.142857142857,49.857142857142854,3.2857142857142856,81.71428571428571,100.94388723993868,3.488584731815049,0.3376049740466176,0.00108,84.52181671667104,2.805336570054037,0.18487891435886203,4.597858217968221
57,RO,2020-05-16,1918.0,124.0,69.0,7.0,2020-05-16,1595.7142857142858,53.857142857142854,4.0,93.57142857142857,107.92105670356877,3.8824572015361025,0.3938724697210539,0.00124,89.78684666906473,3.030406552751782,0.22506998269774509,5.265029952393679
58,RO,2020-05-17,1963.0,45.0,74.0,5.0,2020-05-17,1690.142857142857,58.285714285714285,4.428571428571429,94.42857142857143,110.4530940089184,4.163794679908284,0.28133747837218137,0.00045,95.10010590346506,3.2795911764528567,0.24918462370107494,5.3132592344003395
59,RO,2020-05-18,2043.0,80.0,83.0,9.0,2020-05-18,1782.2857142857142,63.42857142857143,5.142857142857143,92.14285714285714,114.9544936628733,4.67020214097821,0.5064074610699264,0.0008,100.28475371918098,3.5689668684928146,0.289375692039958,5.1846478157159135
60,RO,2020-05-19,2413.0,370.0,88.0,5.0,2020-05-19,1918.4285714285713,68.85714285714286,5.428571428571429,136.14285714285714,135.7734670624147,4.951539619350392,0.28133747837218137,0.0037,107.94517134457209,3.8744189878683266,0.30545211937551114,7.660417625391109
61,RO,2020-05-20,2499.0,86.0,90.0,2.0,2020-05-20,2045.142857142857,74.57142857142857,5.714285714285714,126.71428571428571,140.61247169041624,5.064074610699264,0.11253499134887254,0.00086,115.07506686788994,4.195947534579391,0.32152854671106446,7.1298955233178525
62,RO,2020-05-21,2499.0,0.0,90.0,0.0,2020-05-21,2161.285714285714,79.42857142857143,4.857142857142857,116.14285714285714,140.61247169041624,5.064074610699264,0.0,0.0,121.61013457979233,4.469246799283795,0.27329926470440474,6.535067711902384
63,RO,2020-05-22,2774.0,275.0,106.0,16.0,2020-05-22,2301.285714285714,85.71428571428571,6.285714285714286,140.0,156.0860330008862,5.964354541490245,0.9002799307909803,0.00275,129.4875839742134,4.822928200665966,0.3536814013821708,7.8774493944210775
64,RO,2020-05-23,3109.0,335.0,115.0,9.0,2020-05-23,2471.4285714285716,92.28571428571429,6.571428571428571,170.14285714285714,174.93564405182235,6.470762002560171,0.5064074610699264,0.00335,139.06109645253537,5.19268602938369,0.36975782871772406,9.573512478321941
65,RO,2020-05-24,3201.0,92.0,121.0,6.0,2020-05-24,2648.285714285714,99.0,6.714285714285714,176.85714285714286,180.1122536538705,6.808366976606789,0.3376049740466176,0.00092,149.0124049732428,5.570482071769191,0.3777960423855007,9.951308520707444
66,RO,2020-05-25,3264.0,63.0,121.0,0.0,2020-05-25,2822.714285714286,104.42857142857143,5.428571428571429,174.42857142857142,183.65710588136,6.808366976606789,0.0,0.00063,158.82706386159805,5.875934191144703,0.30545211937551114,9.81465888835524
67,RO,2020-05-26,3493.0,229.0,133.0,12.0,2020-05-26,2977.0,110.85714285714286,6.428571428571429,154.28571428571428,196.5423623908059,7.483576924700024,0.6752099480932352,0.00229,167.50833462279678,6.23765380619465,0.36171961504994743,8.681270761198737
68,RO,2020-05-27,3862.0,369.0,137.0,4.0,2020-05-27,3171.714285714286,117.57142857142857,6.714285714285714,194.71428571428572,217.30506829467288,7.708646907397769,0.22506998269774509,0.00369,178.46441985197632,6.615449848580149,0.3777960423855007,10.95608522917952
69,RO,2020-05-28,4252.0,390.0,142.0,5.0,2020-05-28,3422.1428571428573,125.0,7.428571428571429,250.42857142857142,239.24939160770302,7.98998438576995,0.28133747837218137,0.0039,192.5554084115887,7.033436959304534,0.4179871107243837,14.090988559612397
70,RO,2020-05-29,4502.0,250.0,145.0,3.0,2020-05-29,3669.0,130.57142857142858,5.571428571428571,246.85714285714286,253.3162655263121,8.158786872793259,0.1688024870233088,0.0025,206.44544162950666,7.346927292347822,0.31349033304328777,13.890033217917983
71,RO,2020-05-30,4743.0,241.0,151.0,6.0,2020-05-30,3902.4285714285716,135.71428571428572,5.142857142857143,233.42857142857142,266.87673198385124,8.496391846839877,0.3376049740466176,0.00241,219.57988276265365,7.63630298438778,0.289375692039958,13.13444113314698
72,RO,2020-05-31,4942.0,199.0,156.0,5.0,2020-05-31,4151.142857142857,140.71428571428572,5.0,248.71428571428572,278.07396362306406,8.777729325212059,0.28133747837218137,0.00199,233.57441275825272,7.9176404627599615,0.28133747837218137,13.994529995599077
73,RO,2020-06-01,4942.0,0.0,156.0,0.0,2020-06-01,4390.857142857143,145.71428571428572,5.0,239.71428571428572,278.07396362306406,8.777729325212059,0.0,0.0,247.06253529278192,8.198977941132142,0.28133747837218137,13.48812253452915
74,RO,2020-06-02,5477.0,535.0,172.0,16.0,2020-06-02,4674.285714285715,151.28571428571428,5.571428571428571,283.42857142857144,308.1770738088874,9.678009256003039,0.9002799307909803,0.00535,263.0103512096507,8.51246827417543,0.31349033304328777,15.947815916868796
75,RO,2020-06-03,5714.0,237.0,180.0,8.0,2020-06-03,4938.857142857143,157.42857142857142,6.142857142857143,264.57142857142856,321.5124702837289,10.128149221398528,0.45013996539549017,0.00237,277.897122922373,8.858111461889823,0.34564318771439423,14.88677171272228
76,RO,2020-06-04,6459.0,745.0,194.0,14.0,2020-06-04,5254.142857142857,164.85714285714286,7.428571428571429,315.2857142857143,363.4317545611839,10.915894160840637,0.7877449394421078,0.00745,295.6374604871559,9.276098572614208,0.4179871107243837,17.74033756478298
77,RO,2020-06-05,6862.0,403.0,213.0,19.0,2020-06-05,5591.285714285715,174.57142857142858,9.714285714285714,337.14285714285717,386.1075553179817,11.984976578654926,1.069082417814289,0.00403,314.6076447431088,9.822697102023017,0.5465985294088095,18.970184255952802
78,RO,2020-06-06,7701.0,839.0,228.0,15.0,2020-06-06,6013.857142857143,185.57142857142858,11.0,422.57142857142856,433.31598418883374,12.82898901377147,0.844012435116544,0.00839,338.38468077239196,10.441639554441817,0.618942452418799,23.777036029283213
79,RO,2020-06-07,8110.0,409.0,235.0,7.0,2020-06-07,6466.428571428572,196.85714285714286,11.285714285714286,452.57142857142856,456.32938991967814,13.222861483492524,0.3938724697210539,0.00409,363.8497416719083,11.076658434196169,0.6350188797543522,25.465060899516303
80,RO,2020-06-08,8626.0,516.0,245.0,10.0,2020-06-08,6992.714285714285,209.57142857142858,12.714285714285714,526.2857142857143,485.3634176876873,13.785536440236886,0.5626749567443627,0.00516,393.46252082399724,11.792059450628287,0.7154010164321183,29.612779152089033
81,RO,2020-06-09,8626.0,0.0,245.0,0.0,2020-06-09,7442.571428571428,220.0,10.428571428571429,449.85714285714283,485.3634176876873,13.785536440236886,0.0,0.0,418.7748556638258,12.37884904837598,0.5867895977476926,25.312334839828544
82,RO,2020-06-10,9850.0,1224.0,267.0,22.0,2020-06-10,8033.428571428572,232.42857142857142,12.428571428571429,590.8571428571429,554.2348323931973,15.023421345074484,1.237884904837598,0.01224,452.0209073937499,13.078173637472544,0.6993245890965651,33.24605172992406
83,RO,2020-06-11,10547.0,697.0,293.0,26.0,2020-06-11,8617.42857142857,246.57142857142858,14.142857142857142,584.0,593.4532768782793,16.486376232609828,1.462954887535343,0.00697,484.88112486762066,13.87395679058243,0.7957831531098845,32.86021747387078
84,RO,2020-06-12,11224.0,677.0,296.0,3.0,2020-06-12,9240.57142857143,258.42857142857144,11.857142857142858,623.1428571428571,631.5463714498727,16.655178719633135,0.1688024870233088,0.00677,519.9438128864623,14.541128525007888,0.6671717344254586,35.06268801884157
85,RO,2020-06-13,11632.0,408.0,309.0,13.0,2020-06-13,9802.142857142857,270.0,11.571428571428571,561.5714285714286,654.5035096850427,17.386656163400808,0.7314774437676715,0.00408,551.5420308144921,15.192223832097794,0.6510953070899054,31.598217928029854
86,RO,2020-06-14,11865.0,233.0,324.0,15.0,2020-06-14,10338.57142857143,282.7142857142857,12.714285714285714,536.4285714285714,667.6138361771864,18.23066859851735,0.844012435116544,0.00233,581.7255231369933,15.907624848529911,0.7154010164321183,30.18349232250117
87,RO,2020-06-15,12180.0,315.0,332.0,8.0,2020-06-15,10846.285714285714,295.14285714285717,12.428571428571429,507.7142857142857,685.3380973146337,18.68080856391284,0.45013996539549017,0.00315,610.2933345122714,16.60694943762648,0.6993245890965651,28.567811375278072
88,RO,2020-06-16,13010.0,830.0,346.0,14.0,2020-06-16,11472.57142857143,309.57142857142856,14.428571428571429,626.2857142857143,732.0401187244158,19.46855350335495,0.7877449394421078,0.0083,645.5328632318041,17.41880901807191,0.8118595804454377,35.23952871953266
89,RO,2020-06-17,13567.0,557.0,361.0,15.0,2020-06-17,12003.57142857143,323.0,13.428571428571429,531.0,763.3811138150769,20.312565938471494,0.844012435116544,0.00557,675.4109034349297,18.174401102842914,0.7555920847710014,29.87804020312566
90,RO,2020-06-18,13804.0,237.0,374.0,13.0,2020-06-18,12468.857142857143,334.57142857142856,11.571428571428571,465.2857142857143,776.7165102899182,21.044043382239163,0.7314774437676715,0.00237,701.5913653508782,18.825496409932818,0.6510953070899054,26.180461915948417
91,RO,2020-06-19,14353.0,549.0,391.0,17.0,2020-06-19,12915.857142857143,348.14285714285717,13.571428571428571,447.0,807.6073654151838,22.000590808704583,0.9565474264654166,0.00549,726.7429359173511,19.589126708371598,0.7636302984387779,25.151570566473012
92,RO,2020-06-20,14952.0,599.0,409.0,18.0,2020-06-20,13390.142857142857,362.42857142857144,14.285714285714286,474.2857142857143,841.3115953241711,23.013405730844436,1.0128149221398528,0.00599,753.4298052943694,20.39294807514926,0.803821366777661,26.686869377018343
93,RO,2020-06-21,15181.0,229.0,417.0,8.0,2020-06-21,13863.857142857143,375.7142857142857,13.285714285714286,473.7142857142857,854.196851833617,23.463545696239926,0.45013996539549017,0.00229,780.0845218167167,21.140501946252485,0.7475538711032248,26.65471652234724
94,RO,2020-06-22,15827.0,646.0,432.0,15.0,2020-06-22,14384.857142857143,390.0,14.285714285714286,521.0,890.5456540393028,24.30755813135647,0.844012435116544,0.00646,809.399887063098,21.944323313030146,0.803821366777661,29.315365246381297
95,RO,2020-06-23,16499.0,672.0,444.0,12.0,2020-06-23,14883.285714285714,404.0,14.0,498.42857142857144,928.357411132524,24.982768079449706,0.6752099480932352,0.00672,837.4452145499706,22.732068252472253,0.7877449394421078,28.04532748687259
96,RO,2020-06-24,17424.0,925.0,455.0,11.0,2020-06-24,15434.285714285714,417.42857142857144,13.428571428571429,551.0,980.4048446313776,25.601710531868502,0.618942452418799,0.00925,868.448604666585,23.487660337243256,0.7555920847710014,31.003390116614383
97,RO,2020-06-25,18173.0,749.0,467.0,12.0,2020-06-25,16058.42857142857,430.7142857142857,13.285714285714286,624.1428571428571,1022.5491988915303,26.27692047996174,0.6752099480932352,0.00749,903.5675601811009,24.23521420834648,0.7475538711032248,35.118955514516
98,RO,2020-06-26,19271.0,1098.0,476.0,9.0,2020-06-26,16761.0,442.85714285714283,12.142857142857142,702.5714285714286,1084.3309091420613,26.783327941031665,0.5064074610699264,0.01098,943.0994949992263,24.91846237010749,0.6832481617610119,39.531934818125364
99,RO,2020-06-27,19735.0,464.0,481.0,5.0,2020-06-27,17444.285714285714,453.14285714285717,10.285714285714286,683.2857142857143,1110.4390271349998,27.064665419403845,0.28133747837218137,0.00464,981.5462709722019,25.49721375418741,0.578751384079916,38.44677597297553
100,RO,2020-06-28,19820.0,85.0,486.0,5.0,2020-06-28,18107.0,463.0,9.857142857142858,662.7142857142857,1115.2217642673268,27.346002897776028,0.28133747837218137,0.00085,1018.8355441770176,26.05185049726399,0.5546367430765862,37.28927320481569
101,RO,2020-06-29,20406.0,586.0,499.0,13.0,2020-06-29,18761.14285714286,472.57142857142856,9.571428571428571,654.1428571428571,1148.1945167325466,28.077480341543698,0.7314774437676715,0.00586,1055.6425245617668,26.590410813005025,0.5385603157410329,36.806980384749096
102,RO,2020-06-30,21251.0,845.0,518.0,19.0,2020-06-30,19440.0,483.14285714285717,10.571428571428571,678.8571428571429,1195.7405505774452,29.146562759357987,1.069082417814289,0.00845,1093.840115911041,27.185238624420496,0.594827811415469,38.19759134927445
103,RO,2020-07-01,21523.0,272.0,523.0,5.0,2020-07-01,20025.571428571428,492.85714285714283,9.714285714285714,585.5714285714286,1211.045309400892,29.42790023773017,0.28133747837218137,0.00272,1126.7887537352574,27.731837153829304,0.5465985294088095,32.94863782421633
104,RO,2020-07-02,21970.0,447.0,530.0,7.0,2020-07-02,20568.0,501.85714285714283,9.0,542.4285714285714,1236.1968799673648,29.821772707451224,0.3938724697210539,0.00447,1157.3098510318052,28.23824461489923,0.5064074610699264,30.521097296547786
105,RO,2020-07-03,22241.0,271.0,533.0,3.0,2020-07-03,20992.285714285714,510.0,8.142857142857142,424.2857142857143,1251.4453712951372,29.99057519447453,0.1688024870233088,0.00271,1181.1833456251018,28.696422793962498,0.45817817906326674,23.87349459329653
106,RO,2020-07-04,22241.0,0.0,533.0,0.0,2020-07-04,21350.285714285714,517.4285714285714,7.428571428571429,358.0,1251.4453712951372,29.99057519447453,0.0,0.0,1201.32710907655,29.11440990468688,0.4179871107243837,20.143763451448184
107,RO,2020-07-05,23479.0,1238.0,555.0,22.0,2020-07-05,21873.0,527.2857142857143,9.857142857142858,522.7142857142857,1321.1045309400893,31.22846009931213,1.237884904837598,0.01238,1230.7389328869444,29.66904664776347,0.5546367430765862,29.411823810394612
108,RO,2020-07-06,23920.0,441.0,558.0,3.0,2020-07-06,22375.0,535.7142857142857,8.428571428571429,502.0,1345.9184965325155,31.39726258633544,0.1688024870233088,0.00441,1258.9852157155115,30.143301254162285,0.47425460639882,28.246282828567008
109,RO,2020-07-07,24563.0,643.0,577.0,19.0,2020-07-07,22848.14285714286,544.1428571428571,8.428571428571429,473.14285714285717,1382.0984962511782,32.46634500414973,1.069082417814289,0.00643,1285.6077793831878,30.617555860561104,0.47425460639882,26.622563667676133
110,RO,2020-07-08,25067.0,504.0,585.0,8.0,2020-07-08,23354.428571428572,553.0,8.857142857142858,506.2857142857143,1410.457314071094,32.916484969545216,0.45013996539549017,0.00504,1314.0952086217878,31.115925107963257,0.4983692474021499,28.487429238600303
